label,page,matched_text,snippet,oa_rank,title,doi,relevance_tier,novelty_threat,local_pdf
fitness_objective,9,fitness function,"here ∆P′(t)– Difference between the current entity and the optimal entity of prey J = 2 × (1 − r5) – Stochastic leap intensity of rabbit. r5 – It ranges from 0 to 1 Hard Beige: When the prey is unable to escape due to insufficient escaping energy when |E| ≤ 0.5 and r ≥ 0.5 It is represented by Eq. 6 P′(t + 1) = P′ rabbit(t) – E |∆P′(t)| (6) The fitness function of Soft beige and Hard beige is represented as P′(t + 1) = Y′ ; F Y′ < F P′ (t) Z′ ; F Z′ < F P′ (t) (7) where F- fitness value Y′ = P′ rabbit(t) – E| JP′ rabbit (t) – P′ m(t)| (8) Z’ = Y′ + s∗LF (D) (9) LF(x) = 0.01 ∗u ∗σ |V| 1 β , σ   Γ(1 + β) ∗sin π∗β 2 Γ(1 + β) ∗β ∗2 β–1 2   1 β (10) Here, u and V are random number",77,A novel dynamic Optuna hybrid Harris Hawks Optimization approach for classification of CAD,10.1371/journal.pone.0353605,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\077_2026_A_novel_dynamic_Optuna_hybrid_Harris_Hawks_Optimization_approach_for_classification_of_CAD.pdf
limitations_future_work,1,limitations,"k. * hsanthi@vit.ac.in Abstract Coronary Artery Disease (CAD) is a leading cause of mortality worldwide and is primarily associated with atherosclerotic plaque formation, resulting in coronary artery stenosis. The accurate prediction of CAD using deep learning models is often constrained by the limitations of conventional optimization techniques, including premature convergence and limited adaptability of the models. To address these challenges, this study proposes a Dynamic Optuna Hybrid Harris Hawks Optimi zation (Dynamic Optuna H-HHO) framework to enhance the performance of deep learning–based",77,A novel dynamic Optuna hybrid Harris Hawks Optimization approach for classification of CAD,10.1371/journal.pone.0353605,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\077_2026_A_novel_dynamic_Optuna_hybrid_Harris_Hawks_Optimization_approach_for_classification_of_CAD.pdf
limitations_future_work,3,limitation,"achieving superior accuracy and computational efficiency in wind speed forecasting. Moayedi et al. [25] integrated HHO with k-fold cross-validation for slope stability prediction, demonstrating reliable modeling of nonlinear relationships in realworld datasets. Despite these advancements, a common limitation of most existing HHO-based and hybrid approaches is their reliance on static manually tuned control parameters. Fixed exploration coefficients, escape energy settings, and",77,A novel dynamic Optuna hybrid Harris Hawks Optimization approach for classification of CAD,10.1371/journal.pone.0353605,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\077_2026_A_novel_dynamic_Optuna_hybrid_Harris_Hawks_Optimization_approach_for_classification_of_CAD.pdf
limitations_future_work,4,limitation,"PLOS One | https://doi.org/10.1371/journal.pone.0353605 July 17, 2026 4 / 27 learning-related parameters restrict the ability of the optimizer to adapt to dynamically changing the search landscape. This limitation becomes particularly pronounced when (HHO) is applied to high-dimensional and complex problems (e.g., * -) in deep learning–based coronary artery disease classification, where inappropriate parameter settings can lead to premature convergence, inefficient exploration, or unstable training behavio",77,A novel dynamic Optuna hybrid Harris Hawks Optimization approach for classification of CAD,10.1371/journal.pone.0353605,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\077_2026_A_novel_dynamic_Optuna_hybrid_Harris_Hawks_Optimization_approach_for_classification_of_CAD.pdf
limitations_future_work,4,limitation,"design choice provides improved convergence stability, enhanced global search efficiency, and superior generalization performance, making it particularly suitable for deep-learning-based CAD diagnosis in real-world clinical settings. These studies highlight the versatility of HHO; however, a key limitation remains in that most existing implementations employ static configurations, lacking dynamic adaptation to the evolving search landscape or learning objectives. However, HHO faces inherent limitations, • The algorithm spends significant time in the exploration phase in early iterations, which slows",77,A novel dynamic Optuna hybrid Harris Hawks Optimization approach for classification of CAD,10.1371/journal.pone.0353605,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\077_2026_A_novel_dynamic_Optuna_hybrid_Harris_Hawks_Optimization_approach_for_classification_of_CAD.pdf
limitations_future_work,4,limitations,"sis in real-world clinical settings. These studies highlight the versatility of HHO; however, a key limitation remains in that most existing implementations employ static configurations, lacking dynamic adaptation to the evolving search landscape or learning objectives. However, HHO faces inherent limitations, • The algorithm spends significant time in the exploration phase in early iterations, which slows convergence, and the exploitation phase lacks a mechanism to refine the solution, which can lead to suboptimal convergence and stagnation of the algorithm. • The static nature of the algorithm rende",77,A novel dynamic Optuna hybrid Harris Hawks Optimization approach for classification of CAD,10.1371/journal.pone.0353605,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\077_2026_A_novel_dynamic_Optuna_hybrid_Harris_Hawks_Optimization_approach_for_classification_of_CAD.pdf
limitations_future_work,4,limitation,"s it less suitable for real-time and adaptive scenarios. • The escaping Energy(E) and movement strategies were static and predefined. This creates optimization problems, and the algorithm is less flexible. • Poor initialization can lead to slower convergence or an optimal solution. To address this limitation, the proposed work will explore several improvement strategies, which are briefly described below. 1. We proposed a novel Dynamic Optuna Hybrid Harris Hawks Optimization (Dynamic Optuna H-HHO) algorithm that introduced dynamic adjustment of step size, velocity, and escaping energy, thereby addres",77,A novel dynamic Optuna hybrid Harris Hawks Optimization approach for classification of CAD,10.1371/journal.pone.0353605,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\077_2026_A_novel_dynamic_Optuna_hybrid_Harris_Hawks_Optimization_approach_for_classification_of_CAD.pdf
limitations_future_work,4,limitations,"conventional HHO and standard clas sifiers, achieving up to 97.9% accuracy and showing improved F1 scores and AUC across all the tested models. 4. We compared our proposed approach with traditional optimizers such as Genetic Algorithm, PSO, GWO and demon strated how the proposed method overcame key limitations, such as static parameters and premature convergence, through dynamic tuning and adaptive control. 5. We highlighted the clinical utility and deployability of the framework, emphasizing its ability to support real-time CAD diagnosis in clinical decision support systems through high accuracy, ligh",77,A novel dynamic Optuna hybrid Harris Hawks Optimization approach for classification of CAD,10.1371/journal.pone.0353605,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\077_2026_A_novel_dynamic_Optuna_hybrid_Harris_Hawks_Optimization_approach_for_classification_of_CAD.pdf
limitations_future_work,5,limitations,"PLOS One | https://doi.org/10.1371/journal.pone.0353605 July 17, 2026 5 / 27 Hence, this study proposed a novel hybrid algorithm called Dynamic Optuna H-HHO, which merged Optuna with H-HHO to overcome the limitations of H-HHO. This amalgamated approach integrated three unique strategies to augment its overall effectiveness. The main contributions of this study are as follows. • Primarily, dynamically adjusting parameters, such as the step size (α) or energy (E), enables the algorithm to adjust pro gressively t",77,A novel dynamic Optuna hybrid Harris Hawks Optimization approach for classification of CAD,10.1371/journal.pone.0353605,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\077_2026_A_novel_dynamic_Optuna_hybrid_Harris_Hawks_Optimization_approach_for_classification_of_CAD.pdf
limitations_future_work,5,future research,"per is organized as follows. Section 2 presents a detailed description of the proposed model and its optimiza tion strategy. Section 3 reports the numerical results and compares the proposed approach with existing methods. Finally, Section 4 summarizes the main findings and outlines directions for future research. 2. Methodology 2.1. Data acquisition This study used a publicly available angiographic dataset comprising coronary angiography image series from 100 patients with clinically confirmed one-vessel coronary artery disease The dataset included X-ray angiographic images from 100 individuals who und",77,A novel dynamic Optuna hybrid Harris Hawks Optimization approach for classification of CAD,10.1371/journal.pone.0353605,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\077_2026_A_novel_dynamic_Optuna_hybrid_Harris_Hawks_Optimization_approach_for_classification_of_CAD.pdf
limitations_future_work,19,future work,"analysis, balanced sensitivity–specificity metrics, and non-parametric statistical validation indicates that the reported 97.92% accuracy reflects genuine optimization-driven improvement rather than overfitting or dataset bias. Nevertheless, external multi-center validation will be considered in future work to further confirm generalizability in broader clinical settings. The strong accuracy, sensitivity, and specificity values are therefore attributed to pretrained deep models, fine-grained hyperparameter optimization, and balanced dataset characteristics, and not variance-driven inflation or memori",77,A novel dynamic Optuna hybrid Harris Hawks Optimization approach for classification of CAD,10.1371/journal.pone.0353605,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\077_2026_A_novel_dynamic_Optuna_hybrid_Harris_Hawks_Optimization_approach_for_classification_of_CAD.pdf
optimizer:PSO,1,Particle Swarm Optimization,"Adaptive Particle Swarm Optimization Data Hiding for High Security Secret Image Sharing S. Lakshmi Narayanan* Electronics and Communication Engineering, Sri Ramakrishna Engineering College, Coimbatore, 641022, Tamil Nadu, India *Corresponding Author: S. Lakshmi Narayanan. Ema",78,Adaptive Particle Swarm Optimization Data Hiding for High Security Secret Image Sharing,10.32604/csse.2022.022459,CORE,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\078_2022_Adaptive_Particle_Swarm_Optimization_Data_Hiding_for_High_Security_Secret_Image_Sharing.pdf
optimizer:PSO,1,Particle Swarm Optimization,"es are ensured through reversible data hiding techniques. The efﬁciency of the existing data hiding techniques did not provide optimum performance with multiple end nodes. These issues are solved by using Separable Data Hiding and Adaptive Particle Swarm Optimization (SDHAPSO) algorithm to attain optimal performance. Image encryption, data embedding, data extraction/image recovery are the main phases of the proposed approach. DFT is generally used to extract the transform coefﬁcient matrix from the ori",78,Adaptive Particle Swarm Optimization Data Hiding for High Security Secret Image Sharing,10.32604/csse.2022.022459,CORE,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\078_2022_Adaptive_Particle_Swarm_Optimization_Data_Hiding_for_High_Security_Secret_Image_Sharing.pdf
optimizer:GA,8,Genetic algorithm,"hrough the PSO algorithm. This PSO algorithm works based on birds’ behavior (that ﬂies across the space in a multidimensional way by changing their movements to hunt for food/explore a better location). The computation method resembles the Genetic algorithm. In the population (swarm), every single particle/individual signiﬁes a potential solution. Accordingly, these particles ﬂy across a multidimensional search space during which each particle position is modiﬁed by the experience of its own,",78,Adaptive Particle Swarm Optimization Data Hiding for High Security Secret Image Sharing,10.32604/csse.2022.022459,CORE,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\078_2022_Adaptive_Particle_Swarm_Optimization_Data_Hiding_for_High_Security_Secret_Image_Sharing.pdf
scheme:k-out-of-n,2,"(k, N)","hrough any qualiﬁed shares combination whose value is greater than or equal to k. The optimal visual cryptography of any colored image is performed using a secret key by proposing Advanced Encryption Standard (AES) technique with a modiﬁed (k, N) sharing algorithm. Initially, input image encryption is formulated using the AES algorithm to offer additional security, which is then deployed to generate a ﬁnite number of shares via a modiﬁed (k, N) sharing algorithm [4]. This entire pr",78,Adaptive Particle Swarm Optimization Data Hiding for High Security Secret Image Sharing,10.32604/csse.2022.022459,CORE,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\078_2022_Adaptive_Particle_Swarm_Optimization_Data_Hiding_for_High_Security_Secret_Image_Sharing.pdf
share_generation:steganography-assisted,4,steganograph,"Nipanikar et al. [14] used a sparse representation strategy for image steganography and a Particle Swarm Optimization (PSO) method for effective pixel selection for embedding a secret audio signal in an image. Based on the cost function, a ﬁtness function is used for the PSO-based pixel selection technique. Edge, entropy",78,Adaptive Particle Swarm Optimization Data Hiding for High Security Secret Image Sharing,10.32604/csse.2022.022459,CORE,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\078_2022_Adaptive_Particle_Swarm_Optimization_Data_Hiding_for_High_Security_Secret_Image_Sharing.pdf
metric:PSNR,1,PSNR,"the secret data embedding capacity enhancement is focused on image visual quality maintenance. Hence, it is observed from the simulation results that the proposed SDHAPSO technique offers high-level security outcomes with respect to higher PSNR, security level, lesser MSE and higher correlation than existing techniques. Hence, enhanced sensitive information protection is attained, which improves the overall system performance. Keywords: Image sharing; separable data hiding using",78,Adaptive Particle Swarm Optimization Data Hiding for High Security Secret Image Sharing,10.32604/csse.2022.022459,CORE,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\078_2022_Adaptive_Particle_Swarm_Optimization_Data_Hiding_for_High_Security_Secret_Image_Sharing.pdf
metric:MSE,1,MSE,"acity enhancement is focused on image visual quality maintenance. Hence, it is observed from the simulation results that the proposed SDHAPSO technique offers high-level security outcomes with respect to higher PSNR, security level, lesser MSE and higher correlation than existing techniques. Hence, enhanced sensitive information protection is attained, which improves the overall system performance. Keywords: Image sharing; separable data hiding using adaptive particle swarm opti",78,Adaptive Particle Swarm Optimization Data Hiding for High Security Secret Image Sharing,10.32604/csse.2022.022459,CORE,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\078_2022_Adaptive_Particle_Swarm_Optimization_Data_Hiding_for_High_Security_Secret_Image_Sharing.pdf
metric:Entropy,4,entropy,"nography and a Particle Swarm Optimization (PSO) method for effective pixel selection for embedding a secret audio signal in an image. Based on the cost function, a ﬁtness function is used for the PSO-based pixel selection technique. Edge, entropy, and pixel intensity for ﬁtness assessment are attained through cost function calculation. The simulation outcomes help validate the approach by comparing PSO with other existing approaches pertaining to Peak-Signal-to-Noise-Ratio (PSNR) a",78,Adaptive Particle Swarm Optimization Data Hiding for High Security Secret Image Sharing,10.32604/csse.2022.022459,CORE,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\078_2022_Adaptive_Particle_Swarm_Optimization_Data_Hiding_for_High_Security_Secret_Image_Sharing.pdf
metric:Correlation,1,correlation,"nt is focused on image visual quality maintenance. Hence, it is observed from the simulation results that the proposed SDHAPSO technique offers high-level security outcomes with respect to higher PSNR, security level, lesser MSE and higher correlation than existing techniques. Hence, enhanced sensitive information protection is attained, which improves the overall system performance. Keywords: Image sharing; separable data hiding using adaptive particle swarm optimization (SDHAPSO); sec",78,Adaptive Particle Swarm Optimization Data Hiding for High Security Secret Image Sharing,10.32604/csse.2022.022459,CORE,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\078_2022_Adaptive_Particle_Swarm_Optimization_Data_Hiding_for_High_Security_Secret_Image_Sharing.pdf
metric:Contrast,3,contrast,"lished a novel image encryption method for pixel rearranging contained by the image on RGB values basis, and encryption is attained by forwarding the intervening image. The pixel rearrangement approach is sufﬁcient for image encryption. In contrast, for image transmission over an open network, an inter-pixel displacement method is required for dispensing the additional armament to the image before transmission. Kaaniche et al. [12] established a multi-level access control strategy ba",78,Adaptive Particle Swarm Optimization Data Hiding for High Security Secret Image Sharing,10.32604/csse.2022.022459,CORE,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\078_2022_Adaptive_Particle_Swarm_Optimization_Data_Hiding_for_High_Security_Secret_Image_Sharing.pdf
metric:Histogram,2,histogram,"ecret information embedding into a cover image via slight modiﬁcation of pixel values is formulated by the Reversible Data Hiding (RDH) technique. There exist three main divisions of prevailing RDH methods, namely lossless compression [6], histogram shifting [7], and difference expansion [8]. These techniques are intended to assure that the secret information is not detected, and the secret data and the original image can be completely restored from the marked image. The RDH approach",78,Adaptive Particle Swarm Optimization Data Hiding for High Security Secret Image Sharing,10.32604/csse.2022.022459,CORE,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\078_2022_Adaptive_Particle_Swarm_Optimization_Data_Hiding_for_High_Security_Secret_Image_Sharing.pdf
metric:BER,7,bit error rate,"nt part size will get higher. The compression of the portion that comprises the additional data can be done, as the additional data has a constant size. Also, the compression rate β needs to be a small value. Nevertheless, it increases the bit error rate of the extracted data. Therefore, ρ value ranges between [0, 0.5]. Finally, the incorporation of encrypted real and imaginary parts emerges as the ﬁnal encrypted image. 3.4 Separable Data Hiding Using Proposed Particle Optimization Algorit",78,Adaptive Particle Swarm Optimization Data Hiding for High Security Secret Image Sharing,10.32604/csse.2022.022459,CORE,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\078_2022_Adaptive_Particle_Swarm_Optimization_Data_Hiding_for_High_Security_Secret_Image_Sharing.pdf
attack:noise attack,10,salt and pepper,"age seen in Fig. 2 is hidden inside a segmented input image. Fig. 6 shows a completely encrypted image, in which a reversible data hiding image is encrypted using a chaos-based encryption approach. Fig. 7 shows the image that is added with salt and pepper noise, and the accurate image will be obtained by decrypting it. Figure 3: Input image Figure 4: Input image for embedding 940 CSSE, 2022, vol.43, no.3",78,Adaptive Particle Swarm Optimization Data Hiding for High Security Secret Image Sharing,10.32604/csse.2022.022459,CORE,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\078_2022_Adaptive_Particle_Swarm_Optimization_Data_Hiding_for_High_Security_Secret_Image_Sharing.pdf
attack:tampering,3,tamper,"d is also attained, which contrasts the conventional process of the attribute-based encryption strategy. Xiao et al. [13] proposed a reversible image authentication technique based on Compressive Sensing (CS) for reversible authentication, tamper localization, and recovery. There are two types of watermarks: a short one (perception Hash) for image integrity authentication and a lengthy one for tamper localization and recovery. In the beginning, a reversible short watermark is embed",78,Adaptive Particle Swarm Optimization Data Hiding for High Security Secret Image Sharing,10.32604/csse.2022.022459,CORE,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\078_2022_Adaptive_Particle_Swarm_Optimization_Data_Hiding_for_High_Security_Secret_Image_Sharing.pdf
attack:brute-force,14,brute force,"Security Level A function of the key length denotes the symmetric cryptosystem security, in which Key Length plays a vital role. Accordingly, the possibility of a successful brute force attack is reduced using extended key length. As such, it is considered the primary parameter in cryptographic algorithms. Besides, it is a numeric measure and expressed as a number of bits. The increasing key length can increase the level",78,Adaptive Particle Swarm Optimization Data Hiding for High Security Secret Image Sharing,10.32604/csse.2022.022459,CORE,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\078_2022_Adaptive_Particle_Swarm_Optimization_Data_Hiding_for_High_Security_Secret_Image_Sharing.pdf
fitness_objective,2,maximization,"Consequently, various RDH algorithms were also used for minimizing the rate distortion. A secured and access-controlled image sharing technique for privacy preservation is proposed in this research to mitigate the above-mentioned problems. A separable reversible data hiding technique is presented to improve optimal performance with better capacity maximization and image quality enhancement. Then, a sensitive image section might be segmented, enhancing the information hiding scheme performance and improving overall efﬁciency. Thereby, enhanced sensitive information protection is achieved in addition to improving the overall system performance. 932 CSSE, 2022, vol.43, no.3",78,Adaptive Particle Swarm Optimization Data Hiding for High Security Secret Image Sharing,10.32604/csse.2022.022459,CORE,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\078_2022_Adaptive_Particle_Swarm_Optimization_Data_Hiding_for_High_Security_Secret_Image_Sharing.pdf
fitness_objective,3,minimize,"method is required for dispensing the additional armament to the image before transmission. Kaaniche et al. [12] established a multi-level access control strategy based on attribute-dependent encryption schemes. For each outsourced data ﬁle, ﬁne-grained access control is ﬁrst guaranteed behind multi-security levels. As a result, key management is minimized due to an attribute-based algorithm. Likewise, users with similar access rights are not required in the collaborative direction for secret enciphering key encryption. Thirdly, executing and communication overhead is also attained, which contrasts the conventional process of the attribute-based encryption strategy. Xiao et al. [13] propo...",78,Adaptive Particle Swarm Optimization Data Hiding for High Security Secret Image Sharing,10.32604/csse.2022.022459,CORE,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\078_2022_Adaptive_Particle_Swarm_Optimization_Data_Hiding_for_High_Security_Secret_Image_Sharing.pdf
fitness_objective,4,cost function,"Nipanikar et al. [14] used a sparse representation strategy for image steganography and a Particle Swarm Optimization (PSO) method for effective pixel selection for embedding a secret audio signal in an image. Based on the cost function, a ﬁtness function is used for the PSO-based pixel selection technique. Edge, entropy, and pixel intensity for ﬁtness assessment are attained through cost function calculation. The simulation outcomes help validate the approach by comparing PSO with other existing approaches pertaining to Peak-Signal-to-Noise-Ratio (PSNR) and Mean Square Error (MS",78,Adaptive Particle Swarm Optimization Data Hiding for High Security Secret Image Sharing,10.32604/csse.2022.022459,CORE,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\078_2022_Adaptive_Particle_Swarm_Optimization_Data_Hiding_for_High_Security_Secret_Image_Sharing.pdf
fitness_objective,4,cost function,"epresentation strategy for image steganography and a Particle Swarm Optimization (PSO) method for effective pixel selection for embedding a secret audio signal in an image. Based on the cost function, a ﬁtness function is used for the PSO-based pixel selection technique. Edge, entropy, and pixel intensity for ﬁtness assessment are attained through cost function calculation. The simulation outcomes help validate the approach by comparing PSO with other existing approaches pertaining to Peak-Signal-to-Noise-Ratio (PSNR) and Mean Square Error (MSE). The PSO-based pixel selection technique yields an improved PSNR with minimal MSE values of 47.6 dB and 0.75 respectively. Anbarasi et al. [15] e...",78,Adaptive Particle Swarm Optimization Data Hiding for High Security Secret Image Sharing,10.32604/csse.2022.022459,CORE,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\078_2022_Adaptive_Particle_Swarm_Optimization_Data_Hiding_for_High_Security_Secret_Image_Sharing.pdf
fitness_objective,5,minimization,"tation, which is considered as a region of interest or background, 2) observation or feature node, indicating the site’s feature set, where the image prediction is made directly. Hence, the segmentation outcome is considered a global optimization issue. Conversely, the traditional deformable systems that were formulated with a deterministic energy minimization technique did not offer signiﬁcant results. So, the proposed work learning-based classiﬁcation approach is developed based on the probabilistic solution. 3.2 Chaotic Method for Higher Security and Access Control Chaotic technique is utilized for assuring the high-level security and also for better access control of legal users. Chao...",78,Adaptive Particle Swarm Optimization Data Hiding for High Security Secret Image Sharing,10.32604/csse.2022.022459,CORE,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\078_2022_Adaptive_Particle_Swarm_Optimization_Data_Hiding_for_High_Security_Secret_Image_Sharing.pdf
fitness_objective,8,objective function,"ingly, these particles ﬂy across a multidimensional search space during which each particle position is modiﬁed by the experience of its own, thereby its neighbors. Then, the random initialization of particles/swarm makes them search for a better solution. The estimation of the ﬁtness value possessed by each particle is performed by optimizing the objective function, and the velocities of each particle direct the movement of the corresponding particle. The overall performance is enhanced by using a proﬁcient PSO algorithm to select the optimal pixel location inside the image. The secret bits can be concealed, and the secret data embedding capability can be improved. The image’s visual qua...",78,Adaptive Particle Swarm Optimization Data Hiding for High Security Secret Image Sharing,10.32604/csse.2022.022459,CORE,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\078_2022_Adaptive_Particle_Swarm_Optimization_Data_Hiding_for_High_Security_Secret_Image_Sharing.pdf
fitness_objective,9,objective function,"PSO minimizes the following objective functions. Fitness (C, S) = PSNR (C, S), where C indicates cover image, and S denotes secret image. The secret image must be embedded when the cover image is loaded. Subsequently, by running the PSO algorithm on the image, best-optimized image pixel value positions can be obtained in the form of 2d coordinates. The message bits can be hidden, through which",78,Adaptive Particle Swarm Optimization Data Hiding for High Security Secret Image Sharing,10.32604/csse.2022.022459,CORE,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\078_2022_Adaptive_Particle_Swarm_Optimization_Data_Hiding_for_High_Security_Secret_Image_Sharing.pdf
fitness_objective,9,objective function,"ver image, and S denotes secret image. The secret image must be embedded when the cover image is loaded. Subsequently, by running the PSO algorithm on the image, best-optimized image pixel value positions can be obtained in the form of 2d coordinates. The message bits can be hidden, through which the overall quality of the image gets enhanced. The objective function for PSO is based on the objective function features, such as appropriate identiﬁcation and factors affecting the image quality. The three signiﬁcant image quality factors include the amount of image distortion, the type of distortion, and the distribution of error [19]. The steps to apply the algorithm are as follows, Step 1: ...",78,Adaptive Particle Swarm Optimization Data Hiding for High Security Secret Image Sharing,10.32604/csse.2022.022459,CORE,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\078_2022_Adaptive_Particle_Swarm_Optimization_Data_Hiding_for_High_Security_Secret_Image_Sharing.pdf
reported_result,4,PSNR with minimal MSE values of 47.6 dB,omparing PSO with other existing approaches pertaining to Peak-Signal-to-Noise-Ratio (PSNR) and Mean Square Error (MSE). The PSO-based pixel selection technique yields an improved PSNR with minimal MSE values of 47.6 dB and 0.75 respectively. Anbarasi et al. [15] exploited the reversible image sharing approach and threshold strategy for attaining the novel secret color image sharing in which m-ar,78,Adaptive Particle Swarm Optimization Data Hiding for High Security Secret Image Sharing,10.32604/csse.2022.022459,CORE,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\078_2022_Adaptive_Particle_Swarm_Optimization_Data_Hiding_for_High_Security_Secret_Image_Sharing.pdf
reported_result,13,PSNR ¼ 10,"Peak Signal-To-Noise Ratio (PSNR) PSNR is a fraction of the highest possible input image power, which helps assess recreated image/video quality. PSNR ¼ 10 log10ðMAX2 i =MSEÞ (11) Fig. 11 shows the performance evaluation of PSNR values obtained by the proposed SDHAPSO method and the existing approaches. In Fig. 11, the methodologies a",78,Adaptive Particle Swarm Optimization Data Hiding for High Security Secret Image Sharing,10.32604/csse.2022.022459,CORE,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\078_2022_Adaptive_Particle_Swarm_Optimization_Data_Hiding_for_High_Security_Secret_Image_Sharing.pdf
reported_result,13,PSNR (db) Methods Figure 11,"oncluded that the proposed SDHAPSO technique can ensure the image quality with lesser error rates. 0 10 20 30 40 50 60 Flash DRM Chaos encryption CIDSEW SA-UAC IRDH PSSMED SDHAPSO PSNR (db) Methods Figure 11: PSNR comparison CSSE, 2022, vol.43, no.3 943",78,Adaptive Particle Swarm Optimization Data Hiding for High Security Secret Image Sharing,10.32604/csse.2022.022459,CORE,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\078_2022_Adaptive_Particle_Swarm_Optimization_Data_Hiding_for_High_Security_Secret_Image_Sharing.pdf
reported_result,4,MSE values of 47.6,other existing approaches pertaining to Peak-Signal-to-Noise-Ratio (PSNR) and Mean Square Error (MSE). The PSO-based pixel selection technique yields an improved PSNR with minimal MSE values of 47.6 dB and 0.75 respectively. Anbarasi et al. [15] exploited the reversible image sharing approach and threshold strategy for attaining the novel secret color image sharing in which m,78,Adaptive Particle Swarm Optimization Data Hiding for High Security Secret Image Sharing,10.32604/csse.2022.022459,CORE,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\078_2022_Adaptive_Particle_Swarm_Optimization_Data_Hiding_for_High_Security_Secret_Image_Sharing.pdf
reported_result,13,MSE ¼ 1,"es the image quality with better PSNR. Mean Square Error Mean square error (MSE) of an estimator is utilized for difference estimation within an estimator and quantity true value. MSE ¼ 1 m n X m k¼0 X n l¼0 ½fðk; lÞ f 0ðk; lÞ2 (12) Here, f (k, l)-host video f′(k, l)-embedded/extracting image. Fig. 12 illustrates the MSE rates comparison of the proposed SDHAPSO met",78,Adaptive Particle Swarm Optimization Data Hiding for High Security Secret Image Sharing,10.32604/csse.2022.022459,CORE,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\078_2022_Adaptive_Particle_Swarm_Optimization_Data_Hiding_for_High_Security_Secret_Image_Sharing.pdf
